O*NET-SOC Code,Title,Task ID,Task,Task Type,Incumbents Responding,Date,Domain Source,ONETOCCSOC_2018
31-9097.00,Phlebotomists,19395,Train other medical personnel in phlebotomy or laboratory techniques.,Core,21,07/2012,Occupational Expert,319097
31-9097.00,Phlebotomists,19377,"Draw blood from arteries, using arterial collection techniques.",Supplemental,21,07/2012,Occupational Expert,319097
31-9097.00,Phlebotomists,19388,"Determine donor suitability, according to interview results, vital signs, and medical history.",Supplemental,21,07/2012,Occupational Expert,319097
31-9097.00,Phlebotomists,19390,"Monitor blood or plasma donors during and after procedures to ensure health, safety, and comfort.",Supplemental,20,07/2012,Occupational Expert,319097
31-9097.00,Phlebotomists,19391,"Perform saline flushes or dispense anticoagulant drugs, such as Heparin, through intravenous (IV) lines, in accordance with licensing restrictions and under the direction of a medical doctor.",Supplemental,21,07/2012,Occupational Expert,319097
31-9097.00,Phlebotomists,19386,Conduct hemoglobin tests to ensure donor iron levels are normal.,Supplemental,21,07/2012,Occupational Expert,319097
31-9097.00,Phlebotomists,19384,"Calibrate or maintain machines, such as those used for plasma collection.",Supplemental,21,07/2012,Occupational Expert,319097
31-9097.00,Phlebotomists,19383,"Administer subcutaneous or intramuscular injects, in accordance with licensing restrictions.",Supplemental,21,07/2012,Occupational Expert,319097
31-9097.00,Phlebotomists,19394,Serve refreshments to donors to ensure absorption of sugar into their systems.,Supplemental,21,07/2012,Occupational Expert,319097
33-1011.00,First-Line Supervisors of Correctional Officers,9429,"Maintain order, discipline, and security within assigned areas in accordance with relevant rules, regulations, policies, and laws.",Core,73,07/2012,Incumbent,331011
33-1011.00,First-Line Supervisors of Correctional Officers,9428,"Take, receive, or check periodic inmate counts.",Core,73,07/2012,Incumbent,331011
33-1011.00,First-Line Supervisors of Correctional Officers,9431,"Maintain knowledge of, comply with, and enforce all institutional policies, rules, procedures, and regulations.",Core,74,07/2012,Incumbent,331011
33-1011.00,First-Line Supervisors of Correctional Officers,9430,"Respond to emergencies, such as escapes.",Core,71,07/2012,Incumbent,331011
33-1011.00,First-Line Supervisors of Correctional Officers,9432,"Supervise and direct the work of correctional officers to ensure the safe custody, discipline, and welfare of inmates.",Core,72,07/2012,Incumbent,331011
33-1011.00,First-Line Supervisors of Correctional Officers,9433,"Restrain, secure, or control offenders, using chemical agents, firearms, or other weapons of force as necessary.",Core,73,07/2012,Incumbent,331011
33-1011.00,First-Line Supervisors of Correctional Officers,9444,Resolve problems between inmates.,Core,74,07/2012,Incumbent,331011
33-1011.00,First-Line Supervisors of Correctional Officers,9434,Supervise or perform searches of inmates or their quarters to locate contraband items.,Core,72,07/2012,Incumbent,331011
33-1011.00,First-Line Supervisors of Correctional Officers,9435,"Monitor behavior of subordinates to ensure alert, courteous, and professional behavior toward inmates, parolees, fellow employees, visitors, and the public.",Core,72,07/2012,Incumbent,331011
33-1011.00,First-Line Supervisors of Correctional Officers,9436,"Complete administrative paperwork or supervise the preparation or maintenance of records, forms, or reports.",Core,72,07/2012,Incumbent,331011
33-1011.00,First-Line Supervisors of Correctional Officers,9437,Instruct employees or provide on-the-job training.,Core,72,07/2012,Incumbent,331011
33-1011.00,First-Line Supervisors of Correctional Officers,9440,Carry injured offenders or employees to safety and provide emergency first aid when necessary.,Core,72,07/2012,Incumbent,331011
33-1011.00,First-Line Supervisors of Correctional Officers,9439,"Supervise activities such as searches, shakedowns, riot control, or institutional tours.",Core,72,07/2012,Incumbent,331011
33-1011.00,First-Line Supervisors of Correctional Officers,9443,Set up employee work schedules.,Core,74,07/2012,Incumbent,331011
33-1011.00,First-Line Supervisors of Correctional Officers,9442,Develop work or security procedures.,Core,72,07/2012,Incumbent,331011
33-1011.00,First-Line Supervisors of Correctional Officers,9438,Conduct roll calls of correctional officers.,Core,72,07/2012,Incumbent,331011
33-1011.00,First-Line Supervisors of Correctional Officers,9441,"Supervise or provide security for offenders performing tasks, such as construction, maintenance, laundry, food service, or other industrial or agricultural operations.",Core,74,07/2012,Incumbent,331011
33-1011.00,First-Line Supervisors of Correctional Officers,9446,"Rate behavior of inmates, promoting acceptable attitudes and behaviors to those with low ratings.",Core,72,07/2012,Incumbent,331011
33-1011.00,First-Line Supervisors of Correctional Officers,9447,"Transfer or transport offenders on foot or by driving vehicles, such as trailers, vans, or buses.",Core,71,07/2012,Incumbent,331011
33-1011.00,First-Line Supervisors of Correctional Officers,9449,Convey correctional officers' or inmates' complaints to superiors.,Core,74,07/2012,Incumbent,331011
33-1011.00,First-Line Supervisors of Correctional Officers,20255,Review offender information to identify issues that require special attention.,Core,72,07/2012,Incumbent,331011
33-1011.00,First-Line Supervisors of Correctional Officers,9448,Examine incoming or outgoing mail to ensure conformance with regulations.,Supplemental,72,07/2012,Incumbent,331011
33-1012.00,First-Line Supervisors of Police and Detectives,566,"Supervise and coordinate the investigation of criminal cases, offering guidance and expertise to investigators, and ensuring that procedures are conducted in accordance with laws and regulations.",Core,126,06/2008,Incumbent,331012
33-1012.00,First-Line Supervisors of Police and Detectives,569,"Maintain logs, prepare reports, and direct the preparation, handling, and maintenance of departmental records.",Core,126,06/2008,Incumbent,331012
33-1012.00,First-Line Supervisors of Police and Detectives,564,Explain police operations to subordinates to assist them in performing their job duties.,Core,126,06/2008,Incumbent,331012
33-1012.00,First-Line Supervisors of Police and Detectives,576,Cooperate with court personnel and officials from other law enforcement agencies and testify in court as necessary.,Core,126,06/2008,Incumbent,331012
33-1012.00,First-Line Supervisors of Police and Detectives,577,Review contents of written orders to ensure adherence to legal requirements.,Core,127,06/2008,Incumbent,331012
33-1012.00,First-Line Supervisors of Police and Detectives,567,Investigate and resolve personnel problems within organization and charges of misconduct against staff.,Core,125,06/2008,Incumbent,331012
33-1012.00,First-Line Supervisors of Police and Detectives,571,"Direct collection, preparation, and handling of evidence and personal property of prisoners.",Core,126,06/2008,Incumbent,331012
33-1012.00,First-Line Supervisors of Police and Detectives,565,"Inform personnel of changes in regulations and policies, implications of new or amended laws, and new techniques of police work.",Core,127,06/2008,Incumbent,331012
33-1012.00,First-Line Supervisors of Police and Detectives,568,Train staff in proper police work procedures.,Core,125,06/2008,Incumbent,331012
33-1012.00,First-Line Supervisors of Police and Detectives,570,"Monitor and evaluate the job performance of subordinates, and authorize promotions and transfers.",Core,126,06/2008,Incumbent,331012
33-1012.00,First-Line Supervisors of Police and Detectives,574,Prepare work schedules and assign duties to subordinates.,Core,126,06/2008,Incumbent,331012
33-1012.00,First-Line Supervisors of Police and Detectives,573,Conduct raids and order detention of witnesses and suspects for questioning.,Core,124,06/2008,Incumbent,331012
33-1012.00,First-Line Supervisors of Police and Detectives,575,Discipline staff for violation of department rules and regulations.,Core,127,06/2008,Incumbent,331012
33-1012.00,First-Line Supervisors of Police and Detectives,572,"Develop, implement and revise departmental policies and procedures.",Core,127,06/2008,Incumbent,331012
33-1012.00,First-Line Supervisors of Police and Detectives,578,"Inspect facilities, supplies, vehicles, and equipment to ensure conformance to standards.",Core,126,06/2008,Incumbent,331012
33-1012.00,First-Line Supervisors of Police and Detectives,580,Requisition and issue equipment and supplies.,Core,127,06/2008,Incumbent,331012
33-1012.00,First-Line Supervisors of Police and Detectives,581,"Meet with civic, educational, and community groups to develop community programs and events, and to discuss law enforcement subjects.",Core,127,06/2008,Incumbent,331012
33-1012.00,First-Line Supervisors of Police and Detectives,579,Prepare news releases and respond to police correspondence.,Core,127,06/2008,Incumbent,331012
33-1012.00,First-Line Supervisors of Police and Detectives,583,Prepare budgets and manage expenditures of department funds.,Supplemental,126,06/2008,Incumbent,331012
33-1012.00,First-Line Supervisors of Police and Detectives,582,Direct release or transfer of prisoners.,Supplemental,126,06/2008,Incumbent,331012
33-1021.01,Municipal Fire Fighting and Prevention Supervisors,4334,Assign firefighters to jobs at strategic locations to facilitate rescue of persons and maximize application of extinguishing agents.,Core,105,06/2009,Incumbent,331021
33-1021.01,Municipal Fire Fighting and Prevention Supervisors,4335,"Provide emergency medical services as required, and perform light to heavy rescue functions at emergencies.",Core,105,06/2009,Incumbent,331021
33-1021.01,Municipal Fire Fighting and Prevention Supervisors,4336,"Assess nature and extent of fire, condition of building, danger to adjacent buildings, and water supply status to determine crew or company requirements.",Core,105,06/2009,Incumbent,331021
33-1021.01,Municipal Fire Fighting and Prevention Supervisors,4337,"Instruct and drill fire department personnel in assigned duties, including firefighting, medical care, hazardous materials response, fire prevention, and related subjects.",Core,105,06/2009,Incumbent,331021
33-1021.01,Municipal Fire Fighting and Prevention Supervisors,4353,"Inspect and test new and existing fire protection systems, fire detection systems, and fire safety equipment to ensure that they are operating properly.",Core,105,06/2009,Incumbent,331021
33-1021.01,Municipal Fire Fighting and Prevention Supervisors,18554,"Compile and maintain records on personnel, accidents, equipment, and supplies.",Core,105,06/2009,Incumbent,331021
33-1021.01,Municipal Fire Fighting and Prevention Supervisors,18555,"Perform maintenance and minor repairs on firefighting equipment, including vehicles, and write and submit proposals to modify, replace, and repair equipment.",Core,105,06/2009,Incumbent,331021
33-1021.01,Municipal Fire Fighting and Prevention Supervisors,4340,"Prepare activity reports listing fire call locations, actions taken, fire types and probable causes, damage estimates, and situation dispositions.",Core,104,06/2009,Incumbent,331021
33-1021.01,Municipal Fire Fighting and Prevention Supervisors,4338,Evaluate the performance of assigned firefighting personnel.,Core,105,06/2009,Incumbent,331021
33-1021.01,Municipal Fire Fighting and Prevention Supervisors,4339,"Direct the training of firefighters, assigning of instructors to training classes, and providing of supervisors with reports on training progress and status.",Core,105,06/2009,Incumbent,331021
33-1021.01,Municipal Fire Fighting and Prevention Supervisors,4341,Maintain required maps and records.,Core,103,06/2009,Incumbent,331021
33-1021.01,Municipal Fire Fighting and Prevention Supervisors,4347,"Recommend personnel actions related to disciplinary procedures, performance, leaves of absence, and grievances.",Core,104,06/2009,Incumbent,331021
33-1021.01,Municipal Fire Fighting and Prevention Supervisors,4357,"Present and interpret fire prevention and fire code information to citizens' groups, organizations, contractors, engineers, and developers.",Core,105,06/2009,Incumbent,331021
33-1021.01,Municipal Fire Fighting and Prevention Supervisors,4344,"Direct firefighters in station maintenance duties, and participate in these duties.",Core,105,06/2009,Incumbent,331021
33-1021.01,Municipal Fire Fighting and Prevention Supervisors,4342,"Attend in-service training classes to remain current in knowledge of codes, laws, ordinances, and regulations.",Core,104,06/2009,Incumbent,331021
33-1021.01,Municipal Fire Fighting and Prevention Supervisors,4343,Evaluate fire station procedures to ensure efficiency and enforcement of departmental regulations.,Core,105,06/2009,Incumbent,331021
33-1021.01,Municipal Fire Fighting and Prevention Supervisors,4350,Coordinate the distribution of fire prevention promotional materials.,Core,104,06/2009,Incumbent,331021
33-1021.01,Municipal Fire Fighting and Prevention Supervisors,4346,"Direct investigation of cases of suspected arson, hazards, and false alarms and submit reports outlining findings.",Supplemental,104,06/2009,Incumbent,331021
33-1021.01,Municipal Fire Fighting and Prevention Supervisors,4355,Develop or review building fire exit plans.,Supplemental,104,06/2009,Incumbent,331021
33-1021.01,Municipal Fire Fighting and Prevention Supervisors,4361,Study and interpret fire safety codes to establish procedures for issuing permits to handle hazardous or flammable substances.,Supplemental,104,06/2009,Incumbent,331021
33-1021.01,Municipal Fire Fighting and Prevention Supervisors,4348,"Supervise and participate in the inspection of properties to ensure that they are in compliance with applicable fire codes, ordinances, laws, regulations, and standards.",Supplemental,104,06/2009,Incumbent,331021
33-1021.01,Municipal Fire Fighting and Prevention Supervisors,4360,"Oversee review of new building plans to ensure compliance with laws, ordinances, and administrative rules for public fire safety.",Supplemental,104,06/2009,Incumbent,331021
33-1021.01,Municipal Fire Fighting and Prevention Supervisors,4359,"Document efforts taken to bring property owners into compliance with laws, codes, regulations, ordinances, and standards.",Supplemental,104,06/2009,Incumbent,331021
33-1021.01,Municipal Fire Fighting and Prevention Supervisors,4352,Participate in creating fire safety guidelines and evacuation schemes for nonresidential buildings.,Supplemental,104,06/2009,Incumbent,331021
33-1021.01,Municipal Fire Fighting and Prevention Supervisors,4351,Identify corrective actions needed to bring properties into compliance with applicable fire codes and ordinances and conduct follow-up inspections to see if corrective actions have been taken.,Supplemental,104,06/2009,Incumbent,331021
33-1021.01,Municipal Fire Fighting and Prevention Supervisors,4358,Conduct fire drills for building occupants and report on the outcomes of such drills.,Supplemental,105,06/2009,Incumbent,331021
33-1021.01,Municipal Fire Fighting and Prevention Supervisors,4354,"Recommend to proper authorities possible fire code revisions, additions, and deletions.",Supplemental,103,06/2009,Incumbent,331021
33-1021.01,Municipal Fire Fighting and Prevention Supervisors,4356,"Report and issue citations for fire code violations found during inspections, testifying in court about violations when required.",Supplemental,105,06/2009,Incumbent,331021
33-1021.02,Forest Fire Fighting and Prevention Supervisors,7890,"Communicate fire details to superiors, subordinates, or interagency dispatch centers, using two-way radios.",Core,97,07/2014,Incumbent,331021
33-1021.02,Forest Fire Fighting and Prevention Supervisors,20580,"Evaluate size, location, and condition of forest fires.",Core,97,07/2014,Incumbent,331021
33-1021.02,Forest Fire Fighting and Prevention Supervisors,7891,"Serve as a working leader of an engine, hand, helicopter, or prescribed fire crew of three or more firefighters.",Core,96,07/2014,Incumbent,331021
33-1021.02,Forest Fire Fighting and Prevention Supervisors,7892,"Maintain fire suppression equipment in good condition, checking equipment periodically to ensure that it is ready for use.",Core,97,07/2014,Incumbent,331021
33-1021.02,Forest Fire Fighting and Prevention Supervisors,7902,"Train workers in skills such as parachute jumping, fire suppression, aerial observation, or radio communication, in the classroom or on the job.",Core,98,07/2014,Incumbent,331021
33-1021.02,Forest Fire Fighting and Prevention Supervisors,20581,Request and dispatch crews and position equipment so fires can be contained safely and effectively.,Core,97,07/2014,Incumbent,331021
33-1021.02,Forest Fire Fighting and Prevention Supervisors,7894,Operate wildland fire engines or hoselays.,Core,97,07/2014,Incumbent,331021
33-1021.02,Forest Fire Fighting and Prevention Supervisors,7901,Recruit or hire forest firefighting personnel.,Core,97,07/2014,Incumbent,331021
33-1021.02,Forest Fire Fighting and Prevention Supervisors,7898,Maintain knowledge of forest fire laws and fire prevention techniques and tactics.,Core,97,07/2014,Incumbent,331021
33-1021.02,Forest Fire Fighting and Prevention Supervisors,7895,Monitor prescribed burns to ensure that they are conducted safely and effectively.,Core,97,07/2014,Incumbent,331021
33-1021.02,Forest Fire Fighting and Prevention Supervisors,7896,"Direct and supervise prescribed burn projects and prepare postburn reports, analyzing burn conditions and results.",Core,96,07/2014,Incumbent,331021
33-1021.02,Forest Fire Fighting and Prevention Supervisors,7906,Schedule employee work assignments and set work priorities.,Core,98,07/2014,Incumbent,331021
33-1021.02,Forest Fire Fighting and Prevention Supervisors,7897,Identify staff training and development needs to ensure that appropriate training can be arranged.,Core,97,07/2014,Incumbent,331021
33-1021.02,Forest Fire Fighting and Prevention Supervisors,7909,Monitor fire suppression expenditures to ensure that they are necessary and reasonable.,Core,97,07/2014,Incumbent,331021
33-1021.02,Forest Fire Fighting and Prevention Supervisors,7911,Drive crew carriers to transport firefighters to fire sites.,Core,97,07/2014,Incumbent,331021
33-1021.02,Forest Fire Fighting and Prevention Supervisors,7905,"Inspect stations, uniforms, equipment, or recreation areas to ensure compliance with safety standards, taking corrective action as necessary.",Core,97,07/2014,Incumbent,331021
33-1021.02,Forest Fire Fighting and Prevention Supervisors,7907,"Regulate open burning by issuing burning permits, inspecting problem sites, issuing citations for violations of laws and ordinances, or educating the public in proper burning practices.",Core,97,07/2014,Incumbent,331021
33-1021.02,Forest Fire Fighting and Prevention Supervisors,7900,"Perform administrative duties, such as compiling and maintaining records, completing forms, preparing reports, or composing correspondence.",Core,97,07/2014,Incumbent,331021
33-1021.02,Forest Fire Fighting and Prevention Supervisors,7903,Review and evaluate employee performance.,Core,97,07/2014,Incumbent,331021
33-1021.02,Forest Fire Fighting and Prevention Supervisors,7899,Recommend equipment modifications or new equipment purchases.,Core,97,07/2014,Incumbent,331021
33-1021.02,Forest Fire Fighting and Prevention Supervisors,7913,"Investigate special fire issues, such as railroad fire problems, right-of-way burning, or slash disposal problems.",Core,96,07/2014,Incumbent,331021
33-1021.02,Forest Fire Fighting and Prevention Supervisors,7910,Lead work crews in the maintenance of structures or access roads in forest areas.,Core,97,07/2014,Incumbent,331021
33-1021.02,Forest Fire Fighting and Prevention Supervisors,7912,Educate the public about forest fire prevention by participating in activities such as exhibits or presentations or by distributing promotional materials.,Core,97,07/2014,Incumbent,331021
33-1021.02,Forest Fire Fighting and Prevention Supervisors,7904,Observe fires or crews from air to determine firefighting force requirements or to note changing conditions that will affect firefighting efforts.,Supplemental,97,07/2014,Incumbent,331021
33-1021.02,Forest Fire Fighting and Prevention Supervisors,7908,"Direct investigations of suspected arson in wildfires, working closely with other investigating agencies.",Supplemental,96,07/2014,Incumbent,331021
33-1021.02,Forest Fire Fighting and Prevention Supervisors,7914,Appraise damage caused by fires and prepare damage reports.,Supplemental,96,07/2014,Incumbent,331021
33-2011.01,Municipal Firefighters,2064,Rescue victims from burning buildings and accident sites.,Core,131,06/2009,Incumbent,332011
33-2011.01,Municipal Firefighters,2065,Search burning buildings to locate fire victims.,Core,129,06/2009,Incumbent,332011
33-2011.01,Municipal Firefighters,2063,Administer first aid and cardiopulmonary resuscitation to injured persons.,Core,130,06/2009,Incumbent,332011
33-2011.01,Municipal Firefighters,2067,Dress with equipment such as fire-resistant clothing and breathing apparatus.,Core,130,06/2009,Incumbent,332011
33-2011.01,Municipal Firefighters,2066,Drive and operate fire fighting vehicles and equipment.,Core,132,06/2009,Incumbent,332011
33-2011.01,Municipal Firefighters,2068,"Move toward the source of a fire, using knowledge of types of fires, construction design, building materials, and physical layout of properties.",Core,130,06/2009,Incumbent,332011
33-2011.01,Municipal Firefighters,2072,"Respond to fire alarms and other calls for assistance, such as automobile and industrial accidents.",Core,132,06/2009,Incumbent,332011
33-2011.01,Municipal Firefighters,2071,"Assess fires and situations and report conditions to superiors to receive instructions, using two-way radios.",Core,131,06/2009,Incumbent,332011
33-2011.01,Municipal Firefighters,2069,"Position and climb ladders to gain access to upper levels of buildings, or to rescue individuals from burning structures.",Core,132,06/2009,Incumbent,332011
33-2011.01,Municipal Firefighters,2075,"Create openings in buildings for ventilation or entrance, using axes, chisels, crowbars, electric saws, or core cutters.",Core,131,06/2009,Incumbent,332011
33-2011.01,Municipal Firefighters,2077,Lay hose lines and connect them to water supplies.,Core,132,06/2009,Incumbent,332011
33-2011.01,Municipal Firefighters,2073,Operate pumps connected to high-pressure hoses.,Core,130,06/2009,Incumbent,332011
33-2011.01,Municipal Firefighters,2083,"Collaborate with police to respond to accidents, disasters, and arson investigation calls.",Core,129,06/2009,Incumbent,332011
33-2011.01,Municipal Firefighters,2070,"Take action to contain hazardous chemicals that might catch fire, leak, or spill.",Core,130,06/2009,Incumbent,332011
33-2011.01,Municipal Firefighters,2074,"Select and attach hose nozzles, depending on fire type, and direct streams of water or chemicals onto fires.",Core,132,06/2009,Incumbent,332011
33-2011.01,Municipal Firefighters,2081,Participate in fire drills and demonstrations of fire fighting techniques.,Core,130,06/2009,Incumbent,332011
33-2011.01,Municipal Firefighters,2088,Prepare written reports that detail specifics of fire incidents.,Core,132,06/2009,Incumbent,332011
33-2011.01,Municipal Firefighters,2079,Participate in physical training activities to maintain a high level of physical fitness.,Core,130,06/2009,Incumbent,332011
33-2011.01,Municipal Firefighters,2087,"Participate in courses, seminars and conferences, and study fire science literature, to learn firefighting techniques.",Core,132,06/2009,Incumbent,332011
33-2011.01,Municipal Firefighters,2076,Inspect fire sites after flames have been extinguished to ensure that there is no further danger.,Core,132,06/2009,Incumbent,332011
33-2011.01,Municipal Firefighters,2082,Clean and maintain fire stations and fire fighting equipment and apparatus.,Core,130,06/2009,Incumbent,332011
33-2011.01,Municipal Firefighters,2086,"Inspect buildings for fire hazards and compliance with fire prevention ordinances, testing and checking smoke alarms and fire suppression equipment as necessary.",Core,129,06/2009,Incumbent,332011
33-2011.01,Municipal Firefighters,2085,Inform and educate the public on fire prevention.,Core,130,06/2009,Incumbent,332011
33-2011.01,Municipal Firefighters,2078,"Protect property from water and smoke, using waterproof salvage covers, smoke ejectors, and deodorants.",Core,130,06/2009,Incumbent,332011
33-2011.01,Municipal Firefighters,2084,Establish firelines to prevent unauthorized persons from entering areas near fires.,Core,127,06/2009,Incumbent,332011
33-2011.01,Municipal Firefighters,2080,"Salvage property by removing broken glass, pumping out water, and ventilating buildings to remove smoke.",Core,130,06/2009,Incumbent,332011
33-2011.01,Municipal Firefighters,2089,"Spray foam onto runways, extinguish fires, and rescue aircraft crew and passengers in air-crash emergencies.",Supplemental,132,06/2009,Incumbent,332011
33-2011.02,Forest Firefighters,4364,Collaborate with other firefighters as a member of a firefighting crew.,Core,79,06/2010,Incumbent,332011
33-2011.02,Forest Firefighters,4366,"Extinguish flames and embers to suppress fires, using shovels or engine- or hand-driven water or chemical pumps.",Core,80,06/2010,Incumbent,332011
33-2011.02,Forest Firefighters,4379,"Test and maintain tools, equipment, jump gear, and parachutes to ensure readiness for fire suppression activities.",Core,80,06/2010,Incumbent,332011
33-2011.02,Forest Firefighters,4362,"Maintain contact with fire dispatchers at all times to notify them of the need for additional firefighters and supplies, or to detail any difficulties encountered.",Core,80,06/2010,Incumbent,332011
33-2011.02,Forest Firefighters,4363,"Rescue fire victims, and administer emergency medical aid.",Core,80,06/2010,Incumbent,332011
33-2011.02,Forest Firefighters,4371,"Establish water supplies, connect hoses, and direct water onto fires.",Core,80,06/2010,Incumbent,332011
33-2011.02,Forest Firefighters,4365,Patrol burned areas after fires to locate and eliminate hot spots that may restart fires.,Core,80,06/2010,Incumbent,332011
33-2011.02,Forest Firefighters,4373,Inform and educate the public about fire prevention.,Core,80,06/2010,Incumbent,332011
33-2011.02,Forest Firefighters,4370,Participate in physical training to maintain high levels of physical fitness.,Core,80,06/2010,Incumbent,332011
33-2011.02,Forest Firefighters,4381,"Orient self in relation to fire, using compass and map, and collect supplies and equipment dropped by parachute.",Core,79,06/2010,Incumbent,332011
33-2011.02,Forest Firefighters,4367,"Fell trees, cut and clear brush, and dig trenches to create firelines, using axes, chainsaws or shovels.",Core,80,06/2010,Incumbent,332011
33-2011.02,Forest Firefighters,4368,"Maintain knowledge of current firefighting practices by participating in drills and by attending seminars, conventions, and conferences.",Core,80,06/2010,Incumbent,332011
33-2011.02,Forest Firefighters,4372,Maintain fire equipment and firehouse living quarters.,Core,80,06/2010,Incumbent,332011
33-2011.02,Forest Firefighters,4369,Operate pumps connected to high-pressure hoses.,Core,80,06/2010,Incumbent,332011
33-2011.02,Forest Firefighters,4376,Transport personnel and cargo to and from fire areas.,Core,80,06/2010,Incumbent,332011
33-2011.02,Forest Firefighters,4374,"Take action to contain any hazardous chemicals that could catch fire, leak, or spill.",Core,79,06/2010,Incumbent,332011
33-2011.02,Forest Firefighters,4375,"Organize fire caches, positioning equipment for the most effective response.",Core,80,06/2010,Incumbent,332011
33-2011.02,Forest Firefighters,4377,Participate in fire prevention and inspection programs.,Core,80,06/2010,Incumbent,332011
33-2011.02,Forest Firefighters,4378,"Perform forest maintenance and improvement tasks such as cutting brush, planting trees, building trails and marking timber.",Core,80,06/2010,Incumbent,332011
33-2011.02,Forest Firefighters,4382,Serve as fully trained lead helicopter crewmember and as helispot manager.,Supplemental,79,06/2010,Incumbent,332011
33-2011.02,Forest Firefighters,4380,Observe forest areas from fire lookout towers to spot potential problems.,Supplemental,80,06/2010,Incumbent,332011
33-2011.02,Forest Firefighters,4383,Drop weighted paper streamers from aircraft to determine the speed and direction of the wind at fire sites.,Supplemental,78,06/2010,Incumbent,332011
33-3012.00,Correctional Officers and Jailers,15252,Conduct head counts to ensure that each prisoner is present.,Core,101,06/2008,Incumbent,333012
33-3012.00,Correctional Officers and Jailers,15253,"Monitor conduct of prisoners in housing unit, or during work or recreational activities, according to established policies, regulations, and procedures, to prevent escape or violence.",Core,100,06/2008,Incumbent,333012
33-3012.00,Correctional Officers and Jailers,15254,"Inspect conditions of locks, window bars, grills, doors, and gates at correctional facilities to ensure security and help prevent escapes.",Core,100,06/2008,Incumbent,333012
33-3012.00,Correctional Officers and Jailers,15255,"Record information, such as prisoner identification, charges, and incidences of inmate disturbance, and keep daily logs of prisoner activities.",Core,101,06/2008,Incumbent,333012
33-3012.00,Correctional Officers and Jailers,15256,"Search prisoners and vehicles and conduct shakedowns of cells for valuables and contraband, such as weapons or drugs.",Core,100,06/2008,Incumbent,333012
33-3012.00,Correctional Officers and Jailers,2107,"Use weapons, handcuffs, and physical force to maintain discipline and order among prisoners.",Core,101,06/2008,Incumbent,333012
33-3012.00,Correctional Officers and Jailers,2104,Inspect mail for the presence of contraband.,Core,100,06/2008,Incumbent,333012
33-3012.00,Correctional Officers and Jailers,2102,Guard facility entrances to screen visitors.,Core,100,06/2008,Incumbent,333012
33-3012.00,Correctional Officers and Jailers,2117,Maintain records of prisoners' identification and charges.,Core,100,06/2008,Incumbent,333012
33-3012.00,Correctional Officers and Jailers,15257,Process or book convicted individuals into prison.,Core,101,06/2008,Incumbent,333012
33-3012.00,Correctional Officers and Jailers,2110,Settle disputes between inmates.,Core,100,06/2008,Incumbent,333012
33-3012.00,Correctional Officers and Jailers,2108,"Conduct fire, safety, and sanitation inspections.",Core,101,06/2008,Incumbent,333012
33-3012.00,Correctional Officers and Jailers,2109,"Provide to supervisors oral and written reports of the quality and quantity of work performed by inmates, inmate disturbances and rule violations, and unusual occurrences.",Core,100,06/2008,Incumbent,333012
33-3012.00,Correctional Officers and Jailers,15258,Participate in required job training.,Core,100,06/2008,Incumbent,333012
33-3012.00,Correctional Officers and Jailers,2105,"Take prisoners into custody and escort to locations within and outside of facility, such as visiting room, courtroom, or airport.",Core,101,06/2008,Incumbent,333012
33-3012.00,Correctional Officers and Jailers,15259,"Serve meals, distribute commissary items, and dispense prescribed medication to prisoners.",Core,100,06/2008,Incumbent,333012
33-3012.00,Correctional Officers and Jailers,15260,"Counsel inmates and respond to legitimate questions, concerns, and requests.",Core,100,06/2008,Incumbent,333012
33-3012.00,Correctional Officers and Jailers,2111,"Drive passenger vehicles and trucks used to transport inmates to other institutions, courtrooms, hospitals, and work sites.",Core,100,06/2008,Incumbent,333012
33-3012.00,Correctional Officers and Jailers,15261,Use nondisciplinary tools and equipment such as a computer.,Core,99,06/2008,Incumbent,333012
33-3012.00,Correctional Officers and Jailers,2113,"Assign duties to inmates, providing instructions as needed.",Core,101,06/2008,Incumbent,333012
33-3012.00,Correctional Officers and Jailers,2116,"Investigate crimes that have occurred within an institution, or assist police in their investigations of crimes and inmates.",Core,99,06/2008,Incumbent,333012
33-3012.00,Correctional Officers and Jailers,2114,"Issue clothing, tools, and other authorized items to inmates.",Core,101,06/2008,Incumbent,333012
33-3012.00,Correctional Officers and Jailers,2112,"Arrange daily schedules for prisoners including library visits, work assignments, family visits, and counseling appointments.",Core,100,06/2008,Incumbent,333012
33-3012.00,Correctional Officers and Jailers,2103,Search for and recapture escapees.,Supplemental,100,06/2008,Incumbent,333012
33-3012.00,Correctional Officers and Jailers,2118,Supervise and coordinate work of other correctional service officers.,Supplemental,100,06/2008,Incumbent,333012
33-3012.00,Correctional Officers and Jailers,2119,Sponsor inmate recreational activities such as newspapers and self-help groups.,Supplemental,99,06/2008,Incumbent,333012
33-3021.01,Police Detectives,587,Provide testimony as a witness in court.,Core,110,06/2008,Incumbent,333021
33-3021.01,Police Detectives,585,"Secure deceased body and obtain evidence from it, preventing bystanders from tampering with it prior to medical examiner's arrival.",Core,109,06/2008,Incumbent,333021
33-3021.01,Police Detectives,584,"Examine crime scenes to obtain clues and evidence, such as loose hairs, fibers, clothing, or weapons.",Core,109,06/2008,Incumbent,333021
33-3021.01,Police Detectives,586,Obtain evidence from suspects.,Core,110,06/2008,Incumbent,333021
