FeltenDim,Subfield,Topic,Subtask,Dataset,Metric,Model,Metric Performance,Date,EFF Title,
Image Recognition,,,Image Classification,CIFAR-100,Percentage Correct,AlexNet (KP),66.78,2020-09-28,CIFAR-100 Image Recognition,
Image Recognition,,,Image Classification,CIFAR-100,Percentage Correct,ACN,66.3,2014-12-21,CIFAR-100 Image Recognition,
Image Recognition,,,Image Classification,CIFAR-100,Percentage Correct,"DLME (ResNet-18, linear)",66.1,2022-07-07,CIFAR-100 Image Recognition,
Image Recognition,,,Image Classification,CIFAR-100,Percentage Correct,ResNet-18 (modified),66,2022-10-30,CIFAR-100 Image Recognition,
Image Recognition,,,Image Classification,CIFAR-100,Percentage Correct,DSN,65.4,2014-09-18,CIFAR-100 Image Recognition,
Image Recognition,,,Image Classification,CIFAR-100,Percentage Correct,NiN,64.3,2013-12-16,CIFAR-100 Image Recognition,
Image Recognition,,,Image Classification,CIFAR-100,Percentage Correct,Tree Priors,63.2,2013-12-01,CIFAR-100 Image Recognition,
Image Recognition,,,Image Classification,CIFAR-100,Percentage Correct,DNN+Probabilistic Maxout,61.9,2013-12-20,CIFAR-100 Image Recognition,
Image Recognition,,,Image Classification,CIFAR-100,Percentage Correct,Maxout Network (k=2),61.43,2013-02-18,CIFAR-100 Image Recognition,
Image Recognition,,,Image Classification,CIFAR-100,Percentage Correct,ResNet20+UnsharpMaskLayer,60.36,2019-09-29,CIFAR-100 Image Recognition,
Image Recognition,,,Image Classification,CIFAR-100,Percentage Correct,Convolutional Linear Transformer for Vision (CLTV),60.11,2021-11-14,CIFAR-100 Image Recognition,
Image Recognition,,,Image Classification,CIFAR-100,Percentage Correct,FatNet of ResNet-18,60,2022-10-30,CIFAR-100 Image Recognition,
Image Recognition,,,Image Classification,CIFAR-100,Percentage Correct,Optical Simulation of FatNet,60,2022-10-30,CIFAR-100 Image Recognition,
Image Recognition,,,Image Classification,CIFAR-100,Percentage Correct,RReLU,59.8,2015-05-05,CIFAR-100 Image Recognition,
Image Recognition,,,Image Classification,CIFAR-100,Percentage Correct,Stochastic Pooling,57.5,2013-01-16,CIFAR-100 Image Recognition,
Image Recognition,,,Image Classification,CIFAR-100,Percentage Correct,Sign-symmetry,48.75,2015-10-17,CIFAR-100 Image Recognition,
Image Recognition,,,Image Classification,CIFAR-100,Percentage Correct,AlexNet (DFA),48.03,2020-09-28,CIFAR-100 Image Recognition,
Image Recognition,,,Image Classification,CIFAR-100,Percentage Correct,CNN39,42.64,2020-10-03,CIFAR-100 Image Recognition,
Image Recognition,,,Image Classification,CIFAR-100,Percentage Correct,CNN36,36.07,2020-10-03,CIFAR-100 Image Recognition,
Image Recognition,,,Image Classification,CIFAR-100,Percentage Correct,CNN37,35.05,2023-11-06,CIFAR-100 Image Recognition,
Image Recognition,,,Image Classification,CIFAR-100,Percentage Correct,AlexNet (FA),19.49,2020-09-28,CIFAR-100 Image Recognition,
Image Recognition,,,Image Classification,CIFAR-100,Percentage Correct,efficient adaptive ensembling,,2022-06-15,CIFAR-100 Image Recognition,
Image Recognition,,,Image Classification,CIFAR-100,Percentage Correct,Label-Ranker,,2025-03-03,CIFAR-100 Image Recognition,
Image Recognition,,,Image Classification,CIFAR-100,Percentage Correct,DGMMC-S,,2024-10-17,CIFAR-100 Image Recognition,
Image Recognition,,,Image Classification,STL-10,Percentage Correct,µ2Net+ (ViT-L/16),99.64,2022-09-15,STL-10 Image Recognition,
Image Recognition,,,Image Classification,STL-10,Percentage Correct,kNN-CLIP,99.6,2022-04-03,STL-10 Image Recognition,
Image Recognition,,,Image Classification,STL-10,Percentage Correct,Wide-ResNet-101 (Spinal FC),98.66,2020-07-07,STL-10 Image Recognition,
Image Recognition,,,Image Classification,STL-10,Percentage Correct,CN(d=128),98.45,2021-01-01,STL-10 Image Recognition,
Image Recognition,,,Image Classification,STL-10,Percentage Correct,CN(d=64),98.36,2021-01-01,STL-10 Image Recognition,
Image Recognition,,,Image Classification,STL-10,Percentage Correct,NSRL+CN(d=128),98.36,2021-01-01,STL-10 Image Recognition,
Image Recognition,,,Image Classification,STL-10,Percentage Correct,NSRL+CN(d=32),98.34,2021-01-01,STL-10 Image Recognition,
Image Recognition,,,Image Classification,STL-10,Percentage Correct,NSRL+CN(d=64),98.24,2021-01-01,STL-10 Image Recognition,
Image Recognition,,,Image Classification,STL-10,Percentage Correct,CN(d=32),98.17,2021-01-01,STL-10 Image Recognition,
Image Recognition,,,Image Classification,STL-10,Percentage Correct,NAT-M4,97.9,2020-05-12,STL-10 Image Recognition,
Image Recognition,,,Image Classification,STL-10,Percentage Correct,NAT-M3,97.8,2020-05-12,STL-10 Image Recognition,
Image Recognition,,,Image Classification,STL-10,Percentage Correct,SEER (RegNet10B),97.3,2022-02-16,STL-10 Image Recognition,
Image Recognition,,,Image Classification,STL-10,Percentage Correct,NAT-M2,97.2,2020-05-12,STL-10 Image Recognition,
Image Recognition,,,Image Classification,STL-10,Percentage Correct,iGPT-L,97.1,2020-07-17,STL-10 Image Recognition,
Image Recognition,,,Image Classification,STL-10,Percentage Correct,NAT-M1,96.7,2020-05-12,STL-10 Image Recognition,
Image Recognition,,,Image Classification,STL-10,Percentage Correct,EnAET,95.48,2019-11-21,STL-10 Image Recognition,
Image Recognition,,,Image Classification,STL-10,Percentage Correct,VGG-19bn,95.44,2020-07-07,STL-10 Image Recognition,
Image Recognition,,,Image Classification,STL-10,Percentage Correct,Diffusion Classifier (zero-shot),95.4,2023-03-28,STL-10 Image Recognition,
Image Recognition,,,Image Classification,STL-10,Percentage Correct,FixMatch (CTA),94.83,2020-01-21,STL-10 Image Recognition,
Image Recognition,,,Image Classification,STL-10,Percentage Correct,ReMixMatch,94.77,2020-01-21,STL-10 Image Recognition,
Image Recognition,,,Image Classification,STL-10,Percentage Correct,AMDIM,94.5,2019-06-03,STL-10 Image Recognition,
Image Recognition,,,Image Classification,STL-10,Percentage Correct,MixMatch,94.41,2019-05-06,STL-10 Image Recognition,
Image Recognition,,,Image Classification,STL-10,Percentage Correct,AMDIM-L,94.2,2020-07-17,STL-10 Image Recognition,
Image Recognition,,,Image Classification,STL-10,Percentage Correct,ReMixMatch (K=4),93.82,2019-11-21,STL-10 Image Recognition,
Image Recognition,,,Image Classification,STL-10,Percentage Correct,AMDIM,93.8,2020-08-31,STL-10 Image Recognition,
Image Recognition,,,Image Classification,STL-10,Percentage Correct,ReMixMatch (K=1),93.23,2019-11-21,STL-10 Image Recognition,
Image Recognition,,,Image Classification,STL-10,Percentage Correct,MP*,93.19,2020-07-03,STL-10 Image Recognition,
Image Recognition,,,Image Classification,STL-10,Percentage Correct,UDA,92.34,2020-01-21,STL-10 Image Recognition,
Image Recognition,,,Image Classification,STL-10,Percentage Correct,YADIM,92.15,2020-08-31,STL-10 Image Recognition,
Image Recognition,,,Image Classification,STL-10,Percentage Correct,FixMatch (RA),92.02,2020-01-21,STL-10 Image Recognition,
Image Recognition,,,Image Classification,STL-10,Percentage Correct,NSGANetV2,92,2020-07-20,STL-10 Image Recognition,
Image Recognition,,,Image Classification,STL-10,Percentage Correct,SESN,91.49,2019-10-14,STL-10 Image Recognition,
Image Recognition,,,Image Classification,STL-10,Percentage Correct,Harmonic WRN-16-8,90.45,2019-04-30,STL-10 Image Recognition,
Image Recognition,,,Image Classification,STL-10,Percentage Correct,wrn16/8 D8 D4 D1,90.2,2019-11-19,STL-10 Image Recognition,
Image Recognition,,,Image Classification,STL-10,Percentage Correct,"DLME (ResNet-50, linear)",90.1,2022-07-07,STL-10 Image Recognition,
Image Recognition,,,Image Classification,STL-10,Percentage Correct,MixMatch,89.82,2019-11-21,STL-10 Image Recognition,
Image Recognition,,,Image Classification,STL-10,Percentage Correct,MixMatch,89.59,2020-01-21,STL-10 Image Recognition,
Image Recognition,,,Image Classification,STL-10,Percentage Correct,wrn16/8* D8 D4 D1,89.43,2019-11-19,STL-10 Image Recognition,
Image Recognition,,,Image Classification,STL-10,Percentage Correct,wrn16/8* D1 D1 D1,88.95,2019-11-19,STL-10 Image Recognition,
Image Recognition,,,Image Classification,STL-10,Percentage Correct,wrn16/8 D1 D1 D1,88.83,2019-11-19,STL-10 Image Recognition,
Image Recognition,,,Image Classification,STL-10,Percentage Correct,IIC,88.8,2018-07-17,STL-10 Image Recognition,
Image Recognition,,,Image Classification,STL-10,Percentage Correct,IIC,88.8,2019-05-06,STL-10 Image Recognition,
Image Recognition,,,Image Classification,STL-10,Percentage Correct,SOPCNN,88.08,2020-01-24,STL-10 Image Recognition,
Image Recognition,,,Image Classification,STL-10,Percentage Correct,TS,88.03,2020-07-03,STL-10 Image Recognition,
Image Recognition,,,Image Classification,STL-10,Percentage Correct,CutOut,87.36,2019-05-06,STL-10 Image Recognition,
Image Recognition,,,Image Classification,STL-10,Percentage Correct,Cutout,87.26,2017-08-15,STL-10 Image Recognition,
Image Recognition,,,Image Classification,STL-10,Percentage Correct,wrn16/8,87.26,2019-11-19,STL-10 Image Recognition,
Image Recognition,,,Image Classification,STL-10,Percentage Correct,Hamiltonian,85.5,2017-09-12,STL-10 Image Recognition,
Image Recognition,,,Image Classification,STL-10,Percentage Correct,ResNet-18+MM+FRL,85.42,2020-11-22,STL-10 Image Recognition,
Image Recognition,,,Image Classification,STL-10,Percentage Correct,MidPoint,84.6,2017-09-12,STL-10 Image Recognition,
Image Recognition,,,Image Classification,STL-10,Percentage Correct,cosine function,84.38,2018-01-01,STL-10 Image Recognition,
Image Recognition,,,Image Classification,STL-10,Percentage Correct,HybridNet,84.1,2018-07-30,STL-10 Image Recognition,
Image Recognition,,,Image Classification,STL-10,Percentage Correct,Leapfrog,83.7,2017-09-12,STL-10 Image Recognition,
Image Recognition,,,Image Classification,STL-10,Percentage Correct,skewing,83.47,2018-01-01,STL-10 Image Recognition,
Image Recognition,,,Image Classification,STL-10,Percentage Correct,elastic distortion(2),83.45,2018-01-01,STL-10 Image Recognition,
Image Recognition,,,Image Classification,STL-10,Percentage Correct,PSLR-knn,83.2,2020-06-01,STL-10 Image Recognition,
Image Recognition,,,Image Classification,STL-10,Percentage Correct,elastic distortion(1),83,2018-01-01,STL-10 Image Recognition,
Image Recognition,,,Image Classification,STL-10,Percentage Correct,ResNet baseline,82,2018-07-30,STL-10 Image Recognition,
Image Recognition,,,Image Classification,STL-10,Percentage Correct,Greedy InfoMax (GIM),81.9,2019-05-28,STL-10 Image Recognition,
Image Recognition,,,Image Classification,STL-10,Percentage Correct,rotation,81.45,2018-01-01,STL-10 Image Recognition,
Image Recognition,,,Image Classification,STL-10,Percentage Correct,"ResNet18(BN, 4)",81.04,2020-03-12,STL-10 Image Recognition,
Image Recognition,,,Image Classification,STL-10,Percentage Correct,VGG8B + LocalLearning + CO,80.75,2019-01-20,STL-10 Image Recognition,
Image Recognition,,,Image Classification,STL-10,Percentage Correct,"ResNet18(GN, 4)",79.3,2020-03-12,STL-10 Image Recognition,
Image Recognition,,,Image Classification,STL-10,Percentage Correct,PSLR-Linear,78.8,2020-06-01,STL-10 Image Recognition,
Image Recognition,,,Image Classification,STL-10,Percentage Correct,"ResNet18(BN, 128)",78.65,2020-03-12,STL-10 Image Recognition,
Image Recognition,,,Image Classification,STL-10,Percentage Correct,Mean Teacher,78.57,2020-01-21,STL-10 Image Recognition,
Image Recognition,,,Image Classification,STL-10,Percentage Correct,CPC†,78.36,2020-08-31,STL-10 Image Recognition,
Image Recognition,,,Image Classification,STL-10,Percentage Correct,Hamiltonian,78.3,2018-04-12,STL-10 Image Recognition,
Image Recognition,,,Image Classification,STL-10,Percentage Correct,CC-GAN²,77.8,2016-11-19,STL-10 Image Recognition,
Image Recognition,,,Image Classification,STL-10,Percentage Correct,CC-GAN,77.8,2019-11-21,STL-10 Image Recognition,
Image Recognition,,,Image Classification,STL-10,Percentage Correct,Parabolic,77,2018-04-12,STL-10 Image Recognition,
Image Recognition,,,Image Classification,STL-10,Percentage Correct,Scat + WRN 20-8,76.6,2017-03-27,STL-10 Image Recognition,
Image Recognition,,,Image Classification,STL-10,Percentage Correct,"ResNet18(EBN, 4)",76.49,2020-03-12,STL-10 Image Recognition,
Image Recognition,,,Image Classification,STL-10,Percentage Correct,Exemplar CNN,75.7,2017-03-27,STL-10 Image Recognition,
Image Recognition,,,Image Classification,STL-10,Percentage Correct,"ResNet18(EBN, 128)",75.57,2020-03-12,STL-10 Image Recognition,
Image Recognition,,,Image Classification,STL-10,Percentage Correct,Stacked what-where AE,74.33,2017-03-27,STL-10 Image Recognition,
Image Recognition,,,Image Classification,STL-10,Percentage Correct,SWWAE,74.33,2018-07-30,STL-10 Image Recognition,
Image Recognition,,,Image Classification,STL-10,Percentage Correct,SWWAE,74.3,2019-11-21,STL-10 Image Recognition,
Image Recognition,,,Image Classification,STL-10,Percentage Correct,SWWAE,74.3,2015-06-08,STL-10 Image Recognition,
Image Recognition,,,Image Classification,STL-10,Percentage Correct,Second-order,74.3,2018-04-12,STL-10 Image Recognition,
Image Recognition,,,Image Classification,STL-10,Percentage Correct,Convolutional Clustering,74.1,2015-11-19,STL-10 Image Recognition,
Image Recognition,,,Image Classification,STL-10,Percentage Correct,Π-Model,73.77,2020-01-21,STL-10 Image Recognition,
Image Recognition,,,Image Classification,STL-10,Percentage Correct,Discriminative Unsupervised Feature Learning with Convolutional Neural Networks,72.8,2014-12-01,STL-10 Image Recognition,
Image Recognition,,,Image Classification,STL-10,Percentage Correct,"ResNet18(GN, 128)",72.66,2020-03-12,STL-10 Image Recognition,
Image Recognition,,,Image Classification,STL-10,Percentage Correct,Pseudo-Labeling,72.01,2020-01-21,STL-10 Image Recognition,
Image Recognition,,,Image Classification,STL-10,Percentage Correct,Entropy,71.65,2020-07-03,STL-10 Image Recognition,
Image Recognition,,,Image Classification,STL-10,Percentage Correct,BDW,71.12,2020-06-22,STL-10 Image Recognition,
Image Recognition,,,Image Classification,STL-10,Percentage Correct,MP,71.05,2020-07-03,STL-10 Image Recognition,
Image Recognition,,,Image Classification,STL-10,Percentage Correct,WaveMixLite-256/7,70.88,2022-05-28,STL-10 Image Recognition,
Image Recognition,,,Image Classification,STL-10,Percentage Correct,CNN,70.7,2017-03-27,STL-10 Image Recognition,
Image Recognition,,,Image Classification,STL-10,Percentage Correct,An Analysis of Unsupervised Pre-training in Light of Recent Advances,70.2,2014-12-20,STL-10 Image Recognition,
Image Recognition,,,Image Classification,STL-10,Percentage Correct,Multi-Task Bayesian Optimization,70.1,2013-12-01,STL-10 Image Recognition,
Image Recognition,,,Image Classification,STL-10,Percentage Correct,NN-Weighter,69.15,2020-06-22,STL-10 Image Recognition,
Image Recognition,,,Image Classification,STL-10,Percentage Correct,Accuracy Monitoring,68.62,2020-07-03,STL-10 Image Recognition,
Image Recognition,,,Image Classification,STL-10,Percentage Correct,C-SVDDNet,68.2,2014-12-23,STL-10 Image Recognition,
Image Recognition,,,Image Classification,STL-10,Percentage Correct,RotNet,68.19,2020-06-22,STL-10 Image Recognition,
Image Recognition,,,Image Classification,STL-10,Percentage Correct,DFF Committees,68,2014-06-23,STL-10 Image Recognition,
Image Recognition,,,Image Classification,STL-10,Percentage Correct,Hierarchical Matching Pursuit (HMP),64.6,2017-03-27,STL-10 Image Recognition,
Image Recognition,,,Image Classification,STL-10,Percentage Correct,L2RW,63.13,2020-06-22,STL-10 Image Recognition,
Image Recognition,,,Image Classification,STL-10,Percentage Correct,Discriminative Learning of Sum-Product Networks,62.3,2011-01-01,STL-10 Image Recognition,
Image Recognition,,,Image Classification,STL-10,Percentage Correct,CKN,62.3,2014-06-12,STL-10 Image Recognition,
Image Recognition,,,Image Classification,STL-10,Percentage Correct,S-CNN,61.94,2016-06-07,STL-10 Image Recognition,
Image Recognition,,,Image Classification,STL-10,Percentage Correct,Simulated Fixations,61,2020-08-31,STL-10 Image Recognition,
Image Recognition,,,Image Classification,STL-10,Percentage Correct,No more meta-parameter tuning in unsupervised sparse feature learning,61,2014-02-24,STL-10 Image Recognition,
Image Recognition,,,Image Classification,STL-10,Percentage Correct,Convolutional K-means Network,60.2,2017-03-27,STL-10 Image Recognition,
Image Recognition,,,Image Classification,STL-10,Percentage Correct,Receptive Fields,60.1,2007-12-01,STL-10 Image Recognition,
Image Recognition,,,Image Classification,STL-10,Percentage Correct,PWD,59.45,2020-06-22,STL-10 Image Recognition,
Image Recognition,,,Image Classification,STL-10,Percentage Correct,GVD,59.33,2020-06-22,STL-10 Image Recognition,
Image Recognition,,,Image Classification,STL-10,Percentage Correct,VR,59.13,2020-06-22,STL-10 Image Recognition,
Image Recognition,,,Image Classification,STL-10,Percentage Correct,Core SET,58.93,2020-06-22,STL-10 Image Recognition,
Image Recognition,,,Image Classification,STL-10,Percentage Correct,GE,58.84,2020-06-22,STL-10 Image Recognition,
Image Recognition,,,Image Classification,STL-10,Percentage Correct,DFAL,58.81,2020-06-22,STL-10 Image Recognition,
Image Recognition,,,Image Classification,STL-10,Percentage Correct,Random,58.15,2020-06-22,STL-10 Image Recognition,
Image Recognition,,,Image Classification,STL-10,Percentage Correct,BALD-MCD,57.35,2020-06-22,STL-10 Image Recognition,
Image Recognition,,,Image Classification,STL-10,Percentage Correct,Sign-symmetry,57.32,2015-10-17,STL-10 Image Recognition,
Image Recognition,,,Image Classification,STL-10,Percentage Correct,M2-PWD,57.31,2020-06-22,STL-10 Image Recognition,
Image Recognition,,,Image Classification,STL-10,Percentage Correct,soft ica,52.9,2011-12-01,STL-10 Image Recognition,
Image Recognition,,,Image Classification,SVHN,Percentage Error,E2E-M3,1,2020-07-30,Street View House Numbers (SVHN),
Image Recognition,,,Image Classification,SVHN,Percentage Error,Wide-ResNet-28-10 (Fast AA),1.1,2019-05-01,Street View House Numbers (SVHN),
Image Recognition,,,Image Classification,SVHN,Percentage Error,Colornet,1.11,2019-02-01,Street View House Numbers (SVHN),
Image Recognition,,,Image Classification,SVHN,Percentage Error,PBA [ho2019pba],1.2,2019-05-14,Street View House Numbers (SVHN),
Image Recognition,,,Image Classification,SVHN,Percentage Error,WaveMixLite-144/15,1.27,2022-05-28,Street View House Numbers (SVHN),
Image Recognition,,,Image Classification,SVHN,Percentage Error,Cutout,1.3,2017-08-15,Street View House Numbers (SVHN),
Image Recognition,,,Image Classification,SVHN,Percentage Error,PyramidNet + AA (AMP),1.35,2020-10-10,Street View House Numbers (SVHN),
Image Recognition,,,Image Classification,SVHN,Percentage Error,WRN + fixup init + mixup + cutout,1.4,2019-01-27,Street View House Numbers (SVHN),
Image Recognition,,,Image Classification,SVHN,Percentage Error,Drop-Activation,1.46,2018-11-14,Street View House Numbers (SVHN),
Image Recognition,,,Image Classification,SVHN,Percentage Error,SOPCNN,1.5,2020-01-24,Street View House Numbers (SVHN),
Image Recognition,,,Image Classification,SVHN,Percentage Error,EraseReLU,1.54,2017-09-22,Street View House Numbers (SVHN),
Image Recognition,,,Image Classification,SVHN,Percentage Error,Wide Residual Networks,1.54,2016-05-23,Street View House Numbers (SVHN),
Image Recognition,,,Image Classification,SVHN,Percentage Error,CoPaNet-R-164,1.58,2017-09-29,Street View House Numbers (SVHN),
Image Recognition,,,Image Classification,SVHN,Percentage Error,WaveMixLite,1.58,2022-10-13,Street View House Numbers (SVHN),
Image Recognition,,,Image Classification,SVHN,Percentage Error,DenseNet,1.59,2016-08-25,Street View House Numbers (SVHN),
Image Recognition,,,Image Classification,SVHN,Percentage Error,Multilevel Residual Networks,1.59,2016-08-09,Street View House Numbers (SVHN),
Image Recognition,,,Image Classification,SVHN,Percentage Error,VGG8B + LocalLearning + CO,1.65,2019-01-20,Street View House Numbers (SVHN),
Image Recognition,,,Image Classification,SVHN,Percentage Error,Tree+Max-Avg pooling,1.7,2015-09-30,Street View House Numbers (SVHN),
Image Recognition,,,Image Classification,SVHN,Percentage Error,Wide ResNet,1.7,2016-05-23,Street View House Numbers (SVHN),
Image Recognition,,,Image Classification,SVHN,Percentage Error,Stochastic Depth,1.75,2016-03-30,Street View House Numbers (SVHN),
Image Recognition,,,Image Classification,SVHN,Percentage Error,RCNN-96,1.8,,Street View House Numbers (SVHN),
Image Recognition,,,Image Classification,SVHN,Percentage Error,BNM NiN,1.8,2015-11-09,Street View House Numbers (SVHN),
Image Recognition,,,Image Classification,SVHN,Percentage Error,CMsC,1.8,2015-11-18,Street View House Numbers (SVHN),
Image Recognition,,,Image Classification,SVHN,Percentage Error,Regularization of Neural Networks using DropConnect,1.9,,Street View House Numbers (SVHN),
Image Recognition,,,Image Classification,SVHN,Percentage Error,DSN,1.9,2014-09-18,Street View House Numbers (SVHN),
Image Recognition,,,Image Classification,SVHN,Percentage Error,MLR DNN,1.9,,Street View House Numbers (SVHN),
Image Recognition,,,Image Classification,SVHN,Percentage Error,MIM,2,2015-08-03,Street View House Numbers (SVHN),
Image Recognition,,,Image Classification,SVHN,Percentage Error,FractalNet,2.01,2016-05-24,Street View House Numbers (SVHN),
Image Recognition,,,Image Classification,SVHN,Percentage Error,DCNN,2.2,2013-12-20,Street View House Numbers (SVHN),
Image Recognition,,,Image Classification,SVHN,Percentage Error,BinaryConnect,2.2,2015-11-02,Street View House Numbers (SVHN),
Image Recognition,,,Image Classification,SVHN,Percentage Error,EXACT (WRN-16-8),2.21,2022-05-19,Street View House Numbers (SVHN),
Image Recognition,,,Image Classification,SVHN,Percentage Error,EnAET,2.22,2019-11-21,Street View House Numbers (SVHN),
Image Recognition,,,Image Classification,SVHN,Percentage Error,PreActResNet18 (AMP),2.3,2020-10-10,Street View House Numbers (SVHN),
Image Recognition,,,Image Classification,SVHN,Percentage Error,Network in Network,2.35,2013-12-16,Street View House Numbers (SVHN),
Image Recognition,,,Image Classification,SVHN,Percentage Error,ReNet,2.4,2015-05-03,Street View House Numbers (SVHN),
Image Recognition,,,Image Classification,SVHN,Percentage Error,Maxout,2.5,2013-02-18,Street View House Numbers (SVHN),
Image Recognition,,,Image Classification,SVHN,Percentage Error,MixMatch,2.59,2019-05-06,Street View House Numbers (SVHN),
Image Recognition,,,Image Classification,SVHN,Percentage Error,ResNet-18,2.65,2022-06-27,Street View House Numbers (SVHN),
Image Recognition,,,Image Classification,SVHN,Percentage Error,Stochastic Pooling,2.8,2013-01-16,Street View House Numbers (SVHN),
Image Recognition,,,Image Classification,SVHN,Percentage Error,Deep Complex,3.3,2017-05-27,Street View House Numbers (SVHN),
Image Recognition,,,Image Classification,SVHN,Percentage Error,FLSCNN,4,2015-03-16,Street View House Numbers (SVHN),
Image Recognition,,,Image Classification,SVHN,Percentage Error,Convolutional neural networks applied to house numbers digit classification,4.9,,Street View House Numbers (SVHN),
Image Recognition,,,Image Classification,SVHN,Percentage Error,CLS-GAN,5.98,2017-01-23,Street View House Numbers (SVHN),
Image Recognition,,,Image Classification,SVHN,Percentage Error,Improved GAN,8.11,2016-06-10,Street View House Numbers (SVHN),
Image Recognition,,,Image Classification,SVHN,Percentage Error,Local Mixup LeNet,8.2,2022-01-12,Street View House Numbers (SVHN),
Image Recognition,,,Image Classification,SVHN,Percentage Error,Sign-symmetry,10.16,2015-10-17,Street View House Numbers (SVHN),
Image Recognition,,,Image Classification,SVHN,Percentage Error,SEER (RegNet10B),13.6,2022-02-16,Street View House Numbers (SVHN),
Image Recognition,,,Image Classification,SVHN,Percentage Error,ANODE,16.5,2019-04-02,Street View House Numbers (SVHN),
Image Recognition,,,Image Classification,SVHN,Percentage Error,Skip DGN,16.61,2016-02-17,Street View House Numbers (SVHN),
Image Recognition,,,Image Classification,SVHN,Percentage Error,DCGAN,22.48,2015-11-19,Street View House Numbers (SVHN),
Image Recognition,,,Image Classification,SVHN,Percentage Error,Auxiliary DGN,22.86,2016-02-17,Street View House Numbers (SVHN),
Image Recognition,,,Image Classification,SVHN,Percentage Error,Supervised CNN,28.87,2015-11-19,Street View House Numbers (SVHN),
Image Recognition,,,Image Classification,SVHN,Percentage Error,M1+M2,36.02,2014-06-20,Street View House Numbers (SVHN),
Image Recognition,,,Image Classification,SVHN,Percentage Error,DGN,36.02,2014-06-20,Street View House Numbers (SVHN),
Image Recognition,,,Image Classification,SVHN,Percentage Error,M1+TSVM,54.33,2014-06-20,Street View House Numbers (SVHN),
Image Recognition,,,Image Classification,SVHN,Percentage Error,M1+KNN,65.63,2014-06-20,Street View House Numbers (SVHN),
Image Recognition,,,Image Classification,SVHN,Percentage Error,TSVM,66.55,2015-11-19,Street View House Numbers (SVHN),
Image Recognition,,,Image Classification,SVHN,Percentage Error,KNN,77.93,2015-11-19,Street View House Numbers (SVHN),
Image Recognition,,,Image Classification,SVHN,Percentage Error,Wide-ResNet-28-10,,2022-09-29,Street View House Numbers (SVHN),
Image Recognition,,,Image Classification,SVHN,Percentage Error,ShortNet2-43,,2022-08-02,Street View House Numbers (SVHN),
Image Recognition,,,Image Classification,SVHN,Percentage Error,TripleNet-B,,2022-04-02,Street View House Numbers (SVHN),
Image Recognition,,,Image Classification,SVHN,Percentage Error,ThreshNet79,,2022-01-09,Street View House Numbers (SVHN),
Real-Time Video Games,,,Atari Games,Atari 2600 Alien,Score,MuZero,741812.63,2019-11-19,Atari 2600 Alien,
Real-Time Video Games,,,Atari Games,Atari 2600 Alien,Score,Agent57,297638.17,2020-03-30,Atari 2600 Alien,
Real-Time Video Games,,,Atari Games,Atari 2600 Alien,Score,GDI-H3(1B frames),279700,2021-11-24,Atari 2600 Alien,
Real-Time Video Games,,,Atari Games,Atari 2600 Alien,Score,R2D2,229496.9,2019-05-01,Atari 2600 Alien,
Real-Time Video Games,,,Atari Games,Atari 2600 Alien,Score,MuZero (Res2 Adam),70192.35,2021-04-13,Atari 2600 Alien,
Real-Time Video Games,,,Atari Games,Atari 2600 Alien,Score,GDI-H3,48735,2022-06-07,Atari 2600 Alien,
Real-Time Video Games,,,Atari Games,Atari 2600 Alien,Score,GDI-I3,43384,2022-06-07,Atari 2600 Alien,
Real-Time Video Games,,,Atari Games,Atari 2600 Alien,Score,Ape-X,40804.9,2018-03-02,Atari 2600 Alien,
Real-Time Video Games,,,Atari Games,Atari 2600 Alien,Score,FQF,16754.6,2019-11-05,Atari 2600 Alien,
Real-Time Video Games,,,Atari Games,Atari 2600 Alien,Score,IMPALA (deep),15962.1,2018-02-05,Atari 2600 Alien,
Real-Time Video Games,,,Atari Games,Atari 2600 Alien,Score,Reactor 500M,12689.1,2017-04-15,Atari 2600 Alien,
Real-Time Video Games,,,Atari Games,Atari 2600 Alien,Score,UCT,7785,2012-07-19,Atari 2600 Alien,
Real-Time Video Games,,,Atari Games,Atari 2600 Alien,Score,IQN,7022,2018-06-14,Atari 2600 Alien,
Real-Time Video Games,,,Atari Games,Atari 2600 Alien,Score,ASL DDQN,6955.2,2023-05-07,Atari 2600 Alien,
Real-Time Video Games,,,Atari Games,Atari 2600 Alien,Score,NoisyNet-Dueling,5778,2017-06-30,Atari 2600 Alien,
Real-Time Video Games,,,Atari Games,Atari 2600 Alien,Score,Persistent AL,5699.81,2015-12-15,Atari 2600 Alien,
Real-Time Video Games,,,Atari Games,Atari 2600 Alien,Score,DNA,5021,2022-06-20,Atari 2600 Alien,
Real-Time Video Games,,,Atari Games,Atari 2600 Alien,Score,Advantage Learning,4990.91,2015-12-15,Atari 2600 Alien,
Real-Time Video Games,,,Atari Games,Atari 2600 Alien,Score,QR-DQN-1,4871,2017-10-27,Atari 2600 Alien,
Real-Time Video Games,,,Atari Games,Atari 2600 Alien,Score,Duel noop,4461.4,2015-11-20,Atari 2600 Alien,
Real-Time Video Games,,,Atari Games,Atari 2600 Alien,Score,Prior noop,4203.8,2015-11-18,Atari 2600 Alien,
Real-Time Video Games,,,Atari Games,Atari 2600 Alien,Score,DreamerV2,3967,2020-10-05,Atari 2600 Alien,
