FeltenDim,Problem,Subproblem,Dataset,Title,Metric,Date,Algorithm,Metric Performance,Source
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Krull,Raw Score,2015-11-20,Duel hs,8051.6,Dueling Network Architectures for Deep Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Krull,Raw Score,2015-11-20,Duel noop,11451.9,Dueling Network Architectures for Deep Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Krull,Raw Score,2015-12-08,DDQN (tuned) hs,6796.1,Deep Reinforcement Learning with Double Q-learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Krull,Raw Score,2015-12-08,Prior+Duel hs,7658.6,Deep Reinforcement Learning with Double Q-learning (algorithm from Prioritized Experience Replay)
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Krull,Raw Score,2016-01-06,Prior hs,6872.8,Prioritized Experience Replay
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Krull,Raw Score,2016-01-06,Prior noop,9728,Prioritized Experience Replay
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Krull,Raw Score,2016-02-24,DDQN+Pop-Art noop,9745.1,Learning functions across many orders of magnitudes
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Krull,Raw Score,2016-04-05,Prior+Duel noop,10374.4,Dueling Network Architectures for Deep Reinforcement Learning (algorithm from Prioritized Experience Replay)
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Krull,Raw Score,2016-04-10,A3C FF hs,5560,Asynchronous Methods for Deep Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Krull,Raw Score,2016-04-10,A3C LSTM hs,5911.4,Asynchronous Methods for Deep Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Krull,Raw Score,2016-04-10,A3C FF (1 day) hs,8066.6,Asynchronous Methods for Deep Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Krull,Raw Score,2017-03-10,ES FF (1 hour) noop,8647.2,Evolution Strategies as a Scalable Alternative to Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Krull,Raw Score,2017-07-21,C51 noop,9735,A Distributional Perspective on Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Kung-Fu Master,Raw Score,2012-07-14,SARSA,29151,Investigating Contingency Awareness Using Atari 2600 Games
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Kung-Fu Master,Raw Score,2012-07-19,Best linear,19544,The Arcade Learning Environment: An Evaluation Platform for General Agents
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Kung-Fu Master,Raw Score,2015-02-26,Nature DQN,23270,Human-level control through deep reinforcement learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Kung-Fu Master,Raw Score,2015-07-15,Gorila,20620,Massively Parallel Methods for Deep Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Kung-Fu Master,Raw Score,2015-09-22,DQN hs,20882,Deep Reinforcement Learning with Double Q-learning (algorithm from Human-level control through deep reinforcement learning)
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Kung-Fu Master,Raw Score,2015-09-22,DQN noop,26059,Deep Reinforcement Learning with Double Q-learning (algorithm from Human-level control through deep reinforcement learning)
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Kung-Fu Master,Raw Score,2015-11-20,Duel hs,24288,Dueling Network Architectures for Deep Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Kung-Fu Master,Raw Score,2015-11-20,DDQN (tuned) noop,29710,Dueling Network Architectures for Deep Reinforcement Learning (algorithm from Deep Reinforcement Learning with Double Q-learning)
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Kung-Fu Master,Raw Score,2015-11-20,Duel noop,34294,Dueling Network Architectures for Deep Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Kung-Fu Master,Raw Score,2015-12-08,DDQN (tuned) hs,30207,Deep Reinforcement Learning with Double Q-learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Kung-Fu Master,Raw Score,2015-12-08,Prior+Duel hs,37484,Deep Reinforcement Learning with Double Q-learning (algorithm from Prioritized Experience Replay)
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Kung-Fu Master,Raw Score,2016-01-06,Prior hs,31676,Prioritized Experience Replay
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Kung-Fu Master,Raw Score,2016-01-06,Prior noop,39581,Prioritized Experience Replay
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Kung-Fu Master,Raw Score,2016-02-24,DDQN+Pop-Art noop,34393,Learning functions across many orders of magnitudes
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Kung-Fu Master,Raw Score,2016-04-05,Prior+Duel noop,48375,Dueling Network Architectures for Deep Reinforcement Learning (algorithm from Prioritized Experience Replay)
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Kung-Fu Master,Raw Score,2016-04-10,A3C FF (1 day) hs,3046,Asynchronous Methods for Deep Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Kung-Fu Master,Raw Score,2016-04-10,A3C FF hs,28819,Asynchronous Methods for Deep Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Kung-Fu Master,Raw Score,2016-04-10,A3C LSTM hs,40835,Asynchronous Methods for Deep Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Kung-Fu Master,Raw Score,2017-07-21,C51 noop,48192,A Distributional Perspective on Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Montezuma's Revenge,Raw Score,2012-07-14,SARSA,259,Investigating Contingency Awareness Using Atari 2600 Games
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Montezuma's Revenge,Raw Score,2012-07-19,Best linear,10.7,The Arcade Learning Environment: An Evaluation Platform for General Agents
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Montezuma's Revenge,Raw Score,2015-02-26,Nature DQN,0,Human-level control through deep reinforcement learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Montezuma's Revenge,Raw Score,2015-07-15,Gorila,84,Massively Parallel Methods for Deep Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Montezuma's Revenge,Raw Score,2015-09-10,MP-EB,142,Incentivizing Exploration In Reinforcement Learning With Deep Predictive Models
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Montezuma's Revenge,Raw Score,2015-09-22,DQN noop,0,Deep Reinforcement Learning with Double Q-learning (algorithm from Human-level control through deep reinforcement learning)
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Montezuma's Revenge,Raw Score,2015-09-22,DQN hs,47,Deep Reinforcement Learning with Double Q-learning (algorithm from Human-level control through deep reinforcement learning)
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Montezuma's Revenge,Raw Score,2015-11-20,DDQN (tuned) noop,0,Dueling Network Architectures for Deep Reinforcement Learning (algorithm from Deep Reinforcement Learning with Double Q-learning)
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Montezuma's Revenge,Raw Score,2015-11-20,Duel noop,0,Dueling Network Architectures for Deep Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Montezuma's Revenge,Raw Score,2015-11-20,Duel hs,22,Dueling Network Architectures for Deep Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Montezuma's Revenge,Raw Score,2015-12-08,Prior+Duel hs,24,Deep Reinforcement Learning with Double Q-learning (algorithm from Prioritized Experience Replay)
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Montezuma's Revenge,Raw Score,2015-12-08,DDQN (tuned) hs,42,Deep Reinforcement Learning with Double Q-learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Montezuma's Revenge,Raw Score,2016-01-06,Prior noop,0,Prioritized Experience Replay
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Montezuma's Revenge,Raw Score,2016-01-06,Prior hs,51,Prioritized Experience Replay
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Montezuma's Revenge,Raw Score,2016-02-24,DDQN+Pop-Art noop,0,Learning functions across many orders of magnitudes
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Montezuma's Revenge,Raw Score,2016-04-05,Prior+Duel noop,0,Dueling Network Architectures for Deep Reinforcement Learning (algorithm from Prioritized Experience Replay)
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Montezuma's Revenge,Raw Score,2016-04-10,A3C LSTM hs,41,Asynchronous Methods for Deep Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Montezuma's Revenge,Raw Score,2016-04-10,A3C FF (1 day) hs,53,Asynchronous Methods for Deep Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Montezuma's Revenge,Raw Score,2016-04-10,A3C FF hs,67,Asynchronous Methods for Deep Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Montezuma's Revenge,Raw Score,2016-08-22,A3C-CTS,273.7,Unifying Count-Based Exploration and Intrinsic Motivation
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Montezuma's Revenge,Raw Score,2016-08-22,DDQN-PC,3459,Unifying Count-Based Exploration and Intrinsic Motivation
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Montezuma's Revenge,Raw Score,2016-12-13,TRPO-hash,75,Exploration: A Study of Count-Based Exploration for Deep Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Montezuma's Revenge,Raw Score,2017-03-03,DQN-CTS,0,Count-Based Exploration with Neural Density Models
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Montezuma's Revenge,Raw Score,2017-03-03,DQN-PixelCNN,3705.5,Count-Based Exploration with Neural Density Models
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Montezuma's Revenge,Raw Score,2017-03-10,ES FF (1 hour) noop,0,Evolution Strategies as a Scalable Alternative to Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Montezuma's Revenge,Raw Score,2017-06-25,Sarsa-ε,399.5,Count-Based Exploration in Feature Space for Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Montezuma's Revenge,Raw Score,2017-06-25,Sarsa-φ-EB,2745.4,Count-Based Exploration in Feature Space for Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Montezuma's Revenge,Raw Score,2017-07-21,C51 noop,0,A Distributional Perspective on Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Montezuma's Revenge,Raw Score,2012-07-14,SARSA,1227,Investigating Contingency Awareness Using Atari 2600 Games
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Ms. Pacman,Raw Score,2012-07-19,Best linear,1692,The Arcade Learning Environment: An Evaluation Platform for General Agents
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Ms. Pacman,Raw Score,2015-02-26,Nature DQN,2311,Human-level control through deep reinforcement learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Ms. Pacman,Raw Score,2015-07-15,Gorila,1263,Massively Parallel Methods for Deep Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Ms. Pacman,Raw Score,2015-09-22,DQN hs,1092.3,Deep Reinforcement Learning with Double Q-learning (algorithm from Human-level control through deep reinforcement learning)
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Ms. Pacman,Raw Score,2015-09-22,DQN noop,3085.6,Deep Reinforcement Learning with Double Q-learning (algorithm from Human-level control through deep reinforcement learning)
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Ms. Pacman,Raw Score,2015-11-20,Duel hs,2250.6,Dueling Network Architectures for Deep Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Ms. Pacman,Raw Score,2015-11-20,DDQN (tuned) noop,2711.4,Dueling Network Architectures for Deep Reinforcement Learning (algorithm from Deep Reinforcement Learning with Double Q-learning)
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Ms. Pacman,Raw Score,2015-11-20,Duel noop,6283.5,Dueling Network Architectures for Deep Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Ms. Pacman,Raw Score,2015-12-08,Prior+Duel hs,1007.8,Deep Reinforcement Learning with Double Q-learning (algorithm from Prioritized Experience Replay)
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Ms. Pacman,Raw Score,2015-12-08,DDQN (tuned) hs,1241.3,Deep Reinforcement Learning with Double Q-learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Ms. Pacman,Raw Score,2016-01-06,Prior hs,1865.9,Prioritized Experience Replay
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Ms. Pacman,Raw Score,2016-01-06,Prior noop,6518.7,Prioritized Experience Replay
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Ms. Pacman,Raw Score,2016-02-24,DDQN+Pop-Art noop,4963.8,Learning functions across many orders of magnitudes
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Ms. Pacman,Raw Score,2016-04-05,Prior+Duel noop,3327.3,Dueling Network Architectures for Deep Reinforcement Learning (algorithm from Prioritized Experience Replay)
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Ms. Pacman,Raw Score,2016-04-10,A3C FF (1 day) hs,594.4,Asynchronous Methods for Deep Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Ms. Pacman,Raw Score,2016-04-10,A3C FF hs,653.7,Asynchronous Methods for Deep Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Ms. Pacman,Raw Score,2016-04-10,A3C LSTM hs,850.7,Asynchronous Methods for Deep Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Ms. Pacman,Raw Score,2017-07-21,C51 noop,3415,A Distributional Perspective on Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Name This Game,Raw Score,2012-07-14,SARSA,2247,Investigating Contingency Awareness Using Atari 2600 Games
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Name This Game,Raw Score,2012-07-19,Best linear,2500,The Arcade Learning Environment: An Evaluation Platform for General Agents
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Name This Game,Raw Score,2015-02-26,Nature DQN,7257,Human-level control through deep reinforcement learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Name This Game,Raw Score,2015-07-15,Gorila,9238.5,Massively Parallel Methods for Deep Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Name This Game,Raw Score,2015-09-22,DQN hs,6738.8,Deep Reinforcement Learning with Double Q-learning (algorithm from Human-level control through deep reinforcement learning)
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Name This Game,Raw Score,2015-09-22,DQN noop,8207.8,Deep Reinforcement Learning with Double Q-learning (algorithm from Human-level control through deep reinforcement learning)
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Name This Game,Raw Score,2015-11-20,DDQN (tuned) noop,10616,Dueling Network Architectures for Deep Reinforcement Learning (algorithm from Deep Reinforcement Learning with Double Q-learning)
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Name This Game,Raw Score,2015-11-20,Duel hs,11185.1,Dueling Network Architectures for Deep Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Name This Game,Raw Score,2015-11-20,Duel noop,11971.1,Dueling Network Architectures for Deep Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Name This Game,Raw Score,2015-12-08,DDQN (tuned) hs,8960.3,Deep Reinforcement Learning with Double Q-learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Name This Game,Raw Score,2015-12-08,Prior+Duel hs,13637.9,Deep Reinforcement Learning with Double Q-learning (algorithm from Prioritized Experience Replay)
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Name This Game,Raw Score,2016-01-06,Prior hs,10497.6,Prioritized Experience Replay
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Name This Game,Raw Score,2016-01-06,Prior noop,12270.5,Prioritized Experience Replay
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Name This Game,Raw Score,2016-02-24,DDQN+Pop-Art noop,15851.2,Learning functions across many orders of magnitudes
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Name This Game,Raw Score,2016-04-05,Prior+Duel noop,15572.5,Dueling Network Architectures for Deep Reinforcement Learning (algorithm from Prioritized Experience Replay)
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Name This Game,Raw Score,2016-04-10,A3C FF (1 day) hs,5614,Asynchronous Methods for Deep Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Name This Game,Raw Score,2016-04-10,A3C FF hs,10476.1,Asynchronous Methods for Deep Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Name This Game,Raw Score,2016-04-10,A3C LSTM hs,12093.7,Asynchronous Methods for Deep Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Name This Game,Raw Score,2017-03-10,ES FF (1 hour) noop,4503,Evolution Strategies as a Scalable Alternative to Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Name This Game,Raw Score,2017-07-21,C51 noop,12542,A Distributional Perspective on Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Phoenix,Raw Score,2015-09-22,DQN hs,7484.8,Deep Reinforcement Learning with Double Q-learning (algorithm from Human-level control through deep reinforcement learning)
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Phoenix,Raw Score,2015-09-22,DQN noop,8485.2,Deep Reinforcement Learning with Double Q-learning (algorithm from Human-level control through deep reinforcement learning)
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Phoenix,Raw Score,2015-11-20,DDQN (tuned) noop,12252.5,Dueling Network Architectures for Deep Reinforcement Learning (algorithm from Deep Reinforcement Learning with Double Q-learning)
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Phoenix,Raw Score,2015-11-20,Duel hs,20410.5,Dueling Network Architectures for Deep Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Phoenix,Raw Score,2015-11-20,Duel noop,23092.2,Dueling Network Architectures for Deep Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Phoenix,Raw Score,2015-12-08,DDQN (tuned) hs,12366.5,Deep Reinforcement Learning with Double Q-learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Phoenix,Raw Score,2015-12-08,Prior+Duel hs,63597,Deep Reinforcement Learning with Double Q-learning (algorithm from Prioritized Experience Replay)
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Phoenix,Raw Score,2016-01-06,Prior hs,16903.6,Prioritized Experience Replay
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Phoenix,Raw Score,2016-01-06,Prior noop,18992.7,Prioritized Experience Replay
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Phoenix,Raw Score,2016-02-24,DDQN+Pop-Art noop,6202.5,Learning functions across many orders of magnitudes
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Phoenix,Raw Score,2016-04-05,Prior+Duel noop,70324.3,Dueling Network Architectures for Deep Reinforcement Learning (algorithm from Prioritized Experience Replay)
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Phoenix,Raw Score,2016-04-10,A3C FF (1 day) hs,28181.8,Asynchronous Methods for Deep Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Phoenix,Raw Score,2016-04-10,A3C FF hs,52894.1,Asynchronous Methods for Deep Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Phoenix,Raw Score,2016-04-10,A3C LSTM hs,74786.7,Asynchronous Methods for Deep Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Phoenix,Raw Score,2017-03-10,ES FF (1 hour) noop,4041,Evolution Strategies as a Scalable Alternative to Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Phoenix,Raw Score,2017-07-21,C51 noop,17490,A Distributional Perspective on Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Pit Fall,Raw Score,2016-04-10,A3C LSTM hs,-135.7,Asynchronous Methods for Deep Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Pit Fall,Raw Score,2016-04-10,A3C FF (1 day) hs,-123,Asynchronous Methods for Deep Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Pit Fall,Raw Score,2016-04-10,A3C FF hs,-78.5,Asynchronous Methods for Deep Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Pit Fall,Raw Score,2017-03-10,ES FF (1 hour) noop,0,Evolution Strategies as a Scalable Alternative to Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Pitfall!,Raw Score,2015-09-22,DQN noop,-286.1,Deep Reinforcement Learning with Double Q-learning (algorithm from Human-level control through deep reinforcement learning)
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Pitfall!,Raw Score,2015-09-22,DQN hs,-113.2,Deep Reinforcement Learning with Double Q-learning (algorithm from Human-level control through deep reinforcement learning)
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Pitfall!,Raw Score,2015-11-20,Duel hs,-46.9,Dueling Network Architectures for Deep Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Pitfall!,Raw Score,2015-11-20,DDQN (tuned) noop,-29.9,Dueling Network Architectures for Deep Reinforcement Learning (algorithm from Deep Reinforcement Learning with Double Q-learning)
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Pitfall!,Raw Score,2015-11-20,Duel noop,0,Dueling Network Architectures for Deep Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Pitfall!,Raw Score,2015-12-08,Prior+Duel hs,-243.6,Deep Reinforcement Learning with Double Q-learning (algorithm from Prioritized Experience Replay)
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Pitfall!,Raw Score,2015-12-08,DDQN (tuned) hs,-186.7,Deep Reinforcement Learning with Double Q-learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Pitfall!,Raw Score,2016-01-06,Prior hs,-427,Prioritized Experience Replay
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Pitfall!,Raw Score,2016-01-06,Prior noop,-356.5,Prioritized Experience Replay
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Pitfall!,Raw Score,2016-02-24,DDQN+Pop-Art noop,-2.6,Learning functions across many orders of magnitudes
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Pitfall!,Raw Score,2016-04-05,Prior+Duel noop,0,Dueling Network Architectures for Deep Reinforcement Learning (algorithm from Prioritized Experience Replay)
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Pitfall!,Raw Score,2016-08-22,A3C-CTS,-259.09,Unifying Count-Based Exploration and Intrinsic Motivation
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Pitfall!,Raw Score,2017-03-03,DQN-CTS,0,Count-Based Exploration with Neural Density Models
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Pitfall!,Raw Score,2017-03-03,DQN-PixelCNN,0,Count-Based Exploration with Neural Density Models
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Pitfall!,Raw Score,2017-07-21,C51 noop,0,A Distributional Perspective on Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Pong,Raw Score,2012-07-14,SARSA,-17.4,Investigating Contingency Awareness Using Atari 2600 Games
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Pong,Raw Score,2012-07-19,Best linear,-19,The Arcade Learning Environment: An Evaluation Platform for General Agents
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Pong,Raw Score,2013-12-19,DQN best,21,Playing Atari with Deep Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Pong,Raw Score,2015-02-26,Nature DQN,18.9,Human-level control through deep reinforcement learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Pong,Raw Score,2015-07-15,Gorila,16.7,Massively Parallel Methods for Deep Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Pong,Raw Score,2015-09-22,DQN hs,18,Deep Reinforcement Learning with Double Q-learning (algorithm from Human-level control through deep reinforcement learning)
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Pong,Raw Score,2015-09-22,DQN noop,19.5,Deep Reinforcement Learning with Double Q-learning (algorithm from Human-level control through deep reinforcement learning)
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Pong,Raw Score,2015-11-20,Duel hs,18.8,Dueling Network Architectures for Deep Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Pong,Raw Score,2015-11-20,DDQN (tuned) noop,20.9,Dueling Network Architectures for Deep Reinforcement Learning (algorithm from Deep Reinforcement Learning with Double Q-learning)
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Pong,Raw Score,2015-11-20,Duel noop,21,Dueling Network Architectures for Deep Reinforcement Learning
